symbol,dst,weight
KOMB.PR,CABK.MC,2.1096792355419023
DANSKE.CO,KBC.BR,2.1084886811869787
SAB.MC,INGA.AS,2.104554232934305
EFGN.SW,HSBA.L,2.1038696378930988
NDA-SE.ST,JYSK.CO,2.102545383933906
BIRG.IR,KBC.BR,2.102090959215859
SAB.MC,KBC.BR,2.1014440193695183
EBS.VI,A5G.IR,2.1004892833772386
INGA.AS,BBVA.MC,2.1001539657635218
VLK.AS,UBSG.SW,2.100037010308087
GLE.PA,INGA.AS,2.0995578713751164
BPSO.MI,FBK.MI,2.099345989516044
FBK.MI,BPSO.MI,2.098301918868545
A5G.IR,KBC.BR,2.0969304761198746
DANSKE.CO,BKT.MC,2.094151693310361
BNP.PA,FBK.MI,2.092325924160683
STAN.L,BNP.PA,2.0918749176472
BAMI.MI,MB.MI,2.0918678572871223
NONG.OL,FBK.MI,2.0914104572518424
HSBA.L,NWG.L,2.090977204753377
SEB-A.ST,DANSKE.CO,2.090806899197837
BAMI.MI,BMED.MI,2.09053354428518
JYSK.CO,SEB-A.ST,2.0904365213697784
TPEIR.AT,BARC.L,2.0900004817815225
BMPS.MI,KBC.BR,2.0896241133030555
KBC.BR,CABK.MC,2.0893704925887584
ISP.MI,KBC.BR,2.088607578915878
INGA.AS,BMED.MI,2.086951069487586
GLE.PA,BARC.L,2.0853658894491813
UCG.MI,FBK.MI,2.084973827786342
STAN.L,SAN.MC,2.083487659637546
KOMB.PR,PKO.WA,2.082543522120829
BKT.MC,BCP.LS,2.082423650975955
ETE.AT,DBK.DE,2.081799329723487
CABK.MC,BCP.LS,2.0816222132766717
BNP.PA,BARC.L,2.081567764982404
FBK.MI,BPE.MI,2.0812392170310523
KOMB.PR,MBK.WA,2.080939074776618
SWED-A.ST,CABK.MC,2.08090904281962
BARC.L,UCG.MI,2.079968198271214
ING.WA,UCG.MI,2.079843311621592
ETE.AT,SEB-A.ST,2.0780570837100227
NDA-SE.ST,ACA.PA,2.0777942078794407
UCG.MI,BMPS.MI,2.0772973277002595
SPL.WA,EBS.VI,2.075898536493056
BKT.MC,BPE.MI,2.0749937676526145
ACA.PA,SAB.MC,2.0744300831085654
SEB-A.ST,INGA.AS,2.074210824343514
BCGE.SW,BPSO.MI,2.073127463093263
BPSO.MI,KBC.BR,2.0729149975545607
SAB.MC,A5G.IR,2.072700949610856
FBK.MI,DBK.DE,2.072688562358677
INVP.L,UBSG.SW,2.0702609055703225
SAB.MC,BNP.PA,2.068423976071675
BARC.L,UBSG.SW,2.068271079532113
VLK.AS,UCG.MI,2.0679139726479967
SAN.MC,BPSO.MI,2.067093520864619
ISP.MI,SAB.MC,2.065453513535519
BCGE.SW,STAN.L,2.0654489440170414
EFGN.SW,STAN.L,2.0653532207753096
NWG.L,BMED.MI,2.064198289137544
SEB-A.ST,KBC.BR,2.062009320667915
BPE.MI,BARC.L,2.0620082236664063
KOMB.PR,ISP.MI,2.0614700721463977
BMPS.MI,DBK.DE,2.0610546965097702
KOMB.PR,BARC.L,2.060768811785377
KBC.BR,RBI.VI,2.060282383889727
BKT.MC,EBS.VI,2.059963004316787
EBS.VI,MBK.WA,2.058156278713199
DNB.OL,ISP.MI,2.0563027398250817
PBB.DE,BBVA.MC,2.0560000485720136
BNP.PA,DBK.DE,2.0555708292630643
DANSKE.CO,DBK.DE,2.0555559882348264
SYDB.CO,UCG.MI,2.055118928226009
ACA.PA,BMED.MI,2.0550739481020828
BNP.PA,MB.MI,2.0536216637950284
SWED-A.ST,SAN.MC,2.0531474731246324
SAN.MC,BIRG.IR,2.052413377769289
MB.MI,CABK.MC,2.048485915362531
DNB.OL,SYDB.CO,2.048270230370035
ETE.AT,HSBA.L,2.04797148189447
BRD.RO,ISP.MI,2.0476678239627497
PKO.WA,DBK.DE,2.047660955628859
BRD.RO,BPE.MI,2.0460523134965705
BPE.MI,KBC.BR,2.045902577848789
ISP.MI,GLE.PA,2.043043755078147
PEO.WA,FBK.MI,2.042707292730923
BAER.SW,SAN.MC,2.0423858785587448
BCP.LS,DANSKE.CO,2.042046715958603
FBK.MI,BARC.L,2.0406436109353008
INVP.L,HSBA.L,2.0406392453789524
BMPS.MI,BBVA.MC,2.040060197400242
PBB.DE,BKT.MC,2.038940127923324
KBC.BR,SAB.MC,2.0384006814099656
DANSKE.CO,CABK.MC,2.038267870741957
A5G.IR,BCP.LS,2.0382628765301978
BBVA.MC,BPSO.MI,2.037576478270524
ACA.PA,BKT.MC,2.0372841230474035
BCGE.SW,SAB.MC,2.036871216769944
BMED.MI,BBVA.MC,2.034118504217018
STB.L,BIRG.IR,2.0323508114381497
STAN.L,EFGN.SW,2.0323003484022526
GLE.PA,SAB.MC,2.0307368261207897
UCG.MI,BKT.MC,2.030734739351097
MING.OL,SEB-A.ST,2.030165710774397
BARC.L,LLOY.L,2.028893288796725
CABK.MC,KBC.BR,2.028835881624134
GLE.PA,BKT.MC,2.028641918100419
HSBA.L,SAN.MC,2.0283105558173538
BMPS.MI,BKT.MC,2.0282043479960463
BKT.MC,BIRG.IR,2.028130619445233
NDA-SE.ST,SAN.MC,2.0276559170411086
BPSO.MI,BBVA.MC,2.02750301586907
JYSK.CO,BPSO.MI,2.0271887189685374
BIRG.IR,EBS.VI,2.025622895776747
BBVA.MC,BIRG.IR,2.0247550103567176
INGA.AS,SAB.MC,2.0240965749686253
NDA-SE.ST,GLE.PA,2.023378072510165
NWG.L,DBK.DE,2.021577522524539
BIRG.IR,JYSK.CO,2.021096130624521
ABN.AS,DBK.DE,2.0210132502492963
RBI.VI,FBK.MI,2.0196681395503413
BNP.PA,SAB.MC,2.019621948916872
TPEIR.AT,MIL.WA,2.018194909675393
MBK.WA,BBVA.MC,2.016306922737253
DANSKE.CO,SAN.MC,2.015312329723862
INGA.AS,BPSO.MI,2.015083016133417
VONN.SW,KBC.BR,2.0140730223975027
A5G.IR,BPSO.MI,2.014037994738179
NDA-SE.ST,BARC.L,2.0137251976712083
PEO.WA,EBS.VI,2.013689899509291
ABN.AS,BBVA.MC,2.012187030178222
BMED.MI,SAB.MC,2.0117704784847192
BCP.LS,INGA.AS,2.011224537951368
SWED-A.ST,SYDB.CO,2.009583700817833
ACA.PA,KBC.BR,2.0075516931046407
HSBA.L,BKT.MC,2.007094970370017
SPL.WA,FBK.MI,2.006853214516977
PTSB.IR,SEB-A.ST,2.006771808772295
SAN.MC,KBC.BR,2.006736770088453
NDA-SE.ST,BKT.MC,2.005524049521514
KBC.BR,BNP.PA,2.0053805527757147
PBB.DE,ISP.MI,2.0043135859969685
LLOY.L,BMED.MI,2.004081376142677
SYDB.CO,BAMI.MI,2.002024809727871
LLOY.L,BBVA.MC,2.001781256502239
DBK.DE,BNP.PA,2.0017341048965664
LLOY.L,OSB.L,2.0012721640980704
FBK.MI,BAMI.MI,2.001091656345612
SWED-A.ST,BMED.MI,2.00073230733103
DNB.OL,BMED.MI,2.000717587775252
GLE.PA,BPE.MI,2.000346792991708
MB.MI,HSBA.L,2.0000349166952374
CMBN.SW,BAMI.MI,1.99640504794884
BCP.LS,BPE.MI,1.9955835559097292
BBVA.MC,DBK.DE,1.995334105181081
ISP.MI,BMPS.MI,1.994837058096452
JYSK.CO,GLE.PA,1.9942662396594597
EBS.VI,INGA.AS,1.993534293182053
SYDB.CO,INGA.AS,1.9933938110936815
BAMI.MI,FBK.MI,1.9933893041890731
VLK.AS,BNP.PA,1.9933867252565256
JYSK.CO,INGA.AS,1.993079597786905
SWED-A.ST,BAMI.MI,1.992599774358932
PBB.DE,SEB-A.ST,1.9908977240464285
FBK.MI,INGA.AS,1.9902408725150416
SEB-A.ST,BMED.MI,1.989326558537668
DBK.DE,UBSG.SW,1.9888741160226315
SEB-A.ST,BNP.PA,1.9880451130422956
NWG.L,SYDB.CO,1.987275289572832
JYSK.CO,BBVA.MC,1.9865695885550765
INGA.AS,GLE.PA,1.9863127122735404
CBK.DE,KBC.BR,1.985056741663257
ABN.AS,ACA.PA,1.984747253731335
BAER.SW,INVP.L,1.9846015284146288
ISP.MI,BBVA.MC,1.9839811910558132
MB.MI,INGA.AS,1.983539720210668
SYDB.CO,BKT.MC,1.9835096432447887
STAN.L,INGA.AS,1.983427106357116
EUROB.AT,RBI.VI,1.981946692042873
LLOY.L,SYDB.CO,1.981905791614154
MIL.WA,DBK.DE,1.980657516053401
ABN.AS,RBI.VI,1.9800695732444071
KBC.BR,BPSO.MI,1.9799495412493096
BMED.MI,INGA.AS,1.979363212538577
KOMB.PR,MIL.WA,1.9788567072469323
A5G.IR,BNP.PA,1.978315201676631
DNB.OL,BBVA.MC,1.977028062374462
MBK.WA,UCG.MI,1.976871887290528
INVP.L,ISP.MI,1.9759686343021992
LLOY.L,BPE.MI,1.975400751364065
PKO.WA,EBS.VI,1.975239869593476
NDA-SE.ST,SYDB.CO,1.9748679732028385
SYDB.CO,BPSO.MI,1.9743780431063416
BCGE.SW,ISP.MI,1.9739848833744191
BMPS.MI,INGA.AS,1.9739599139735824
BCGE.SW,RBI.VI,1.973903346900045
CABK.MC,GLE.PA,1.973162376800481
SPL.WA,BARC.L,1.9729929886664024
FBK.MI,MB.MI,1.972147767542134
BPSO.MI,BARC.L,1.971586776175684
BAER.SW,SEB-A.ST,1.9715823775864296
BCVN.SW,MING.OL,1.9709817820233453
KOMB.PR,SEB-A.ST,1.970969821300381
RBI.VI,UCG.MI,1.9706130036488383
MING.OL,SAB.MC,1.9702262926777212
TLV.RO,KBC.BR,1.9701505528993808
LLOY.L,FBK.MI,1.9697948613335767
ABN.AS,SAB.MC,1.9697421020846275
CABK.MC,ACA.PA,1.9684978851333532
ISP.MI,MB.MI,1.966127923055909
INGA.AS,DANSKE.CO,1.966037162150416
TPEIR.AT,MBK.WA,1.9656349520435623
BCGE.SW,DANSKE.CO,1.9655679629516407
INVP.L,OSB.L,1.9649308347318557
HSBA.L,BPSO.MI,1.9649283923307928
DNB.OL,SAN.MC,1.9637155208838664
SYDB.CO,SWED-A.ST,1.962083732301202
GLE.PA,KBC.BR,1.96173163242116
INVP.L,ACA.PA,1.9611674810239064
SAN.MC,BARC.L,1.960276364213008
EUROB.AT,PEO.WA,1.9599528433929956
EBS.VI,RBI.VI,1.9594753071510949
KOMB.PR,RBI.VI,1.959402021797336
ABN.AS,BIRG.IR,1.9590779250780652
UCG.MI,KBC.BR,1.95791639645538
BAMI.MI,DBK.DE,1.957045785765386
ACA.PA,MB.MI,1.9567414354003752
SEB-A.ST,SHB-A.ST,1.956694862604578
ACA.PA,EBS.VI,1.9563418746650911
HSBA.L,A5G.IR,1.9561663720395872
EUROB.AT,BKT.MC,1.9560362985833613
JYSK.CO,ISP.MI,1.9559604515846545
SYDB.CO,BBVA.MC,1.955738336206586
BPSO.MI,INGA.AS,1.953932533129115
SWED-A.ST,BPSO.MI,1.9533768510913827
ALR.WA,FBK.MI,1.953321029999912
BBVA.MC,BCP.LS,1.952568705733149
GLE.PA,SYDB.CO,1.9524050466511176
NDA-SE.ST,DANSKE.CO,1.9516357885878688
RBI.VI,INGA.AS,1.9514699677906
CABK.MC,EBS.VI,1.9502602440518195
SEB-A.ST,JYSK.CO,1.9501185352577843
ABN.AS,BARC.L,1.9490007249778087
INVP.L,UCG.MI,1.9481540127626156
A5G.IR,BAMI.MI,1.9478846207513656
DBK.DE,BPSO.MI,1.9477768985336417
PBB.DE,BAMI.MI,1.946775899662308
SAB.MC,BCP.LS,1.945921421095678
BCVN.SW,BNP.PA,1.944377650886937
DANSKE.CO,BNP.PA,1.94287514385442
KOMB.PR,EUROB.AT,1.942825456108137
VLK.AS,INVP.L,1.938191886528628
INGA.AS,BIRG.IR,1.937920155309793
DBK.DE,A5G.IR,1.937817423976537
RBI.VI,SPL.WA,1.936270602139819
INVP.L,EFGN.SW,1.9359973923875693
EUROB.AT,DBK.DE,1.9358745823083487
FBK.MI,BKT.MC,1.9357432518655848
ING.WA,EBS.VI,1.935568965171538
CBK.DE,BIRG.IR,1.9344591762626728
MBK.WA,CABK.MC,1.9344012070112884
CBK.DE,BKT.MC,1.9342925926665224
PEO.WA,DBK.DE,1.934078140514496
INGA.AS,FBK.MI,1.933284016811104
BPSO.MI,DANSKE.CO,1.933262444204597
MB.MI,BBVA.MC,1.9327905494394904
BARC.L,FBK.MI,1.9315034345358024
MB.MI,BKT.MC,1.931481380212848
BAMI.MI,BARC.L,1.930085155756905
RBI.VI,ALR.WA,1.9288209149236848
OSB.L,SAN.MC,1.928735537938524
PBB.DE,SWED-A.ST,1.928491389152749
BAER.SW,BMED.MI,1.9278024135797325
NONG.OL,SEB-A.ST,1.927778369116868
ISP.MI,BARC.L,1.9274935019941897
NONG.OL,BPSO.MI,1.927379471561448
SAB.MC,EBS.VI,1.927311140704569
VLK.AS,NWG.L,1.9272127210354817
MING.OL,SYDB.CO,1.9267036573502907
NONG.OL,UCG.MI,1.9265356688886413
BCVN.SW,NWG.L,1.926500065574424
EFGN.SW,GLE.PA,1.9252302468836888
SAN.MC,EBS.VI,1.924826623022764
GLE.PA,FBK.MI,1.924653621649915
NWG.L,BPE.MI,1.924440195642206
SYDB.CO,BMED.MI,1.923990329953415
INGA.AS,SEB-A.ST,1.923820439359336
JYSK.CO,SAB.MC,1.923789321227162
HSBA.L,UCG.MI,1.9228265169447227
SAN.MC,FBK.MI,1.922254599904596
BNP.PA,BPE.MI,1.9209473862608688
MBK.WA,INGA.AS,1.9201583058501892
BPE.MI,INGA.AS,1.9192175414032844
VLK.AS,BCP.LS,1.9185224052347665
JYSK.CO,BMED.MI,1.916719964069832
A5G.IR,SWED-A.ST,1.916677367390464
MING.OL,DBK.DE,1.9164739215422375
BKT.MC,SEB-A.ST,1.916121780491539
JYSK.CO,DBK.DE,1.915742815873904
MB.MI,KBC.BR,1.915102286558366
MIL.WA,RBI.VI,1.915008874002708
MBK.WA,BMED.MI,1.9143699041806108
SAB.MC,DBK.DE,1.912724356387652
ABN.AS,FBK.MI,1.9125956447931045
BMED.MI,GLE.PA,1.9115794644779769
ING.WA,SAN.MC,1.9113232364913744
ETE.AT,BARC.L,1.911105913853573
BPSO.MI,ACA.PA,1.9109423452386027
CMBN.SW,EFGN.SW,1.9108776780918049
SEB-A.ST,BAMI.MI,1.9103963586626296
ABN.AS,BPSO.MI,1.910165285674968
NWG.L,MB.MI,1.910033331476308
ALR.WA,BAMI.MI,1.9098862276337552
SEB-A.ST,SAN.MC,1.908649258491266
BMED.MI,BPE.MI,1.90822372970314
EBS.VI,BAMI.MI,1.9072810876346973
HSBA.L,BAER.SW,1.9071809925826435
KBC.BR,GLE.PA,1.90615762905213
PKO.WA,INGA.AS,1.9058542955927185
SEB-A.ST,BARC.L,1.9057170263760077
STAN.L,GLE.PA,1.9053973427846045
GLE.PA,BPSO.MI,1.904910950214545
BCP.LS,SYDB.CO,1.9045077202960177
UCG.MI,A5G.IR,1.9041333668122544
KBC.BR,BPE.MI,1.9033567121413224
EBS.VI,FBK.MI,1.9008527375550548
SYDB.CO,EBS.VI,1.90042927067468
MB.MI,ACA.PA,1.8994525253945287
DNB.OL,NDA-SE.ST,1.898959977246495
ING.WA,BARC.L,1.8983523572252492
RBI.VI,PEO.WA,1.8976420066066453
SWED-A.ST,A5G.IR,1.8973884486054504
PKO.WA,RBI.VI,1.8973827043776448
JYSK.CO,BNP.PA,1.8970489578880545
SPL.WA,ISP.MI,1.8970437304123435
MING.OL,BARC.L,1.895675747483354
HSBA.L,EFGN.SW,1.8947030711012884
BCP.LS,KBC.BR,1.8942254512371068
CBK.DE,BCP.LS,1.8941141351046729
KBC.BR,SYDB.CO,1.89382762167458
JYSK.CO,NDA-SE.ST,1.8934317074201037
INGA.AS,ABN.AS,1.8931575859181495
VONN.SW,BBVA.MC,1.8927207689368468
RBI.VI,ABN.AS,1.891183053253339
SAN.MC,GLE.PA,1.890814510609432
A5G.IR,DANSKE.CO,1.8907536101018352
ABN.AS,BCP.LS,1.89009843730286
NDA-SE.ST,KBC.BR,1.8892693495644504
EUROB.AT,ISP.MI,1.8882809368054296
VONN.SW,BARC.L,1.887531498572011
RBI.VI,BNP.PA,1.8855019594783395
MIL.WA,ISP.MI,1.8853416884950729
MIL.WA,INGA.AS,1.8841961494340207
TLV.RO,BMED.MI,1.883451256382093
ING.WA,SAB.MC,1.882572017244123
CBK.DE,GLE.PA,1.8816722537753496
TLV.RO,UBSG.SW,1.880502650043288
BIRG.IR,SWED-A.ST,1.8803033378480236
KBC.BR,SWED-A.ST,1.8799721158038565
ETE.AT,BAER.SW,1.8798176294223037
KBC.BR,SEB-A.ST,1.8797326671145629
EUROB.AT,HSBA.L,1.8795979228488928
CBK.DE,ABN.AS,1.8791197713032557
SYDB.CO,BARC.L,1.8790065878882416
BNP.PA,BMPS.MI,1.879004129134175
EFGN.SW,BPSO.MI,1.8789050764845283
UBSG.SW,KBC.BR,1.8788271425934309
UCG.MI,MB.MI,1.878309985972901
EBS.VI,ACA.PA,1.878154696980168
BCVN.SW,DANSKE.CO,1.8778222290590216
MIL.WA,CABK.MC,1.8777436577892936
BARC.L,EFGN.SW,1.877553535351832
KBC.BR,DANSKE.CO,1.877000058667457
BIRG.IR,DANSKE.CO,1.8768669086708565
JYSK.CO,CABK.MC,1.8766835181091357
NWG.L,CABK.MC,1.876506210839104
BKT.MC,FBK.MI,1.8761428478493185
PTSB.IR,BNP.PA,1.875651095941884
BNP.PA,KBC.BR,1.8750650298410367
ACA.PA,BPE.MI,1.8750067302464968
EUROB.AT,SPL.WA,1.8744711929329716
SAN.MC,A5G.IR,1.873911495697862
EFGN.SW,RBI.VI,1.8737429619377863
SEB-A.ST,GLE.PA,1.873583595894288
INGA.AS,BPE.MI,1.873101565269059
BCVN.SW,SAB.MC,1.873061236744402
ALR.WA,DBK.DE,1.872728233777247
OSB.L,BNP.PA,1.871394457544391
PEO.WA,RBI.VI,1.8702044424928992
PTSB.IR,UBSG.SW,1.8695442041574792
BBVA.MC,A5G.IR,1.8690282399549412
EBS.VI,BIRG.IR,1.868982922645796
STAN.L,BPSO.MI,1.868810021765229
DANSKE.CO,ABN.AS,1.868659000499691
BAMI.MI,KBC.BR,1.8685788677183328
BIRG.IR,ACA.PA,1.8680325513852043
LLOY.L,MB.MI,1.8674083547211011
SEB-A.ST,FBK.MI,1.86733897115459
ING.WA,CABK.MC,1.867281398686916
TLV.RO,EUROB.AT,1.866964621995645
MB.MI,GLE.PA,1.866538457771228
EFGN.SW,INGA.AS,1.8661980019191904
BARC.L,BPSO.MI,1.8657926980122947
BKT.MC,A5G.IR,1.8651202137194551
SYDB.CO,SEB-A.ST,1.8651151284859693
SEB-A.ST,CABK.MC,1.865108463478216
KBC.BR,JYSK.CO,1.86498922158835
RBI.VI,A5G.IR,1.8643456646692869
LLOY.L,BAMI.MI,1.8643318245730844
BPE.MI,GLE.PA,1.863636097495541
INGA.AS,NDA-SE.ST,1.8635321134791905
SWED-A.ST,BBVA.MC,1.8628061586887423
BCP.LS,ABN.AS,1.862172498396028
PTSB.IR,BARC.L,1.8610022321178668
INVP.L,FBK.MI,1.860695988784448
LLOY.L,ISP.MI,1.8600729430038807
VONN.SW,BPSO.MI,1.8598177889223624
RBI.VI,UBSG.SW,1.8592055449056728
BARC.L,INGA.AS,1.859149696669809
DNB.OL,BAMI.MI,1.858690785957412
BAER.SW,FBK.MI,1.8586593749491689
RBI.VI,MBK.WA,1.8584498310545767
OSB.L,DBK.DE,1.8583220398941296
INGA.AS,BAMI.MI,1.8578765259294303
BIRG.IR,ABN.AS,1.8573937683509651
ING.WA,ISP.MI,1.857259050388516
SYDB.CO,BCP.LS,1.857199056863141
BCP.LS,BAMI.MI,1.8564353438241616
NDA-SE.ST,BAMI.MI,1.85592845193709
NDA-SE.ST,FBK.MI,1.8523953969230256
BCP.LS,BPSO.MI,1.85238820880346
ABN.AS,JYSK.CO,1.8510758392072384
PEO.WA,BBVA.MC,1.8509264253931208
BIRG.IR,BMPS.MI,1.8509130001787788
SAB.MC,GLE.PA,1.8508047673295744
MING.OL,BPSO.MI,1.8506575195761663
DBK.DE,GLE.PA,1.850626775287408
BAMI.MI,INGA.AS,1.8494630597534596
BKT.MC,DANSKE.CO,1.8489346033606333
SHB-A.ST,BMED.MI,1.848168530086303
EBS.VI,PEO.WA,1.847908291071462
CABK.MC,DANSKE.CO,1.8476322677556711
VONN.SW,BNP.PA,1.8470639826560764
NDA-SE.ST,BBVA.MC,1.846968496369862
HSBA.L,BMED.MI,1.8452140711383265
BARC.L,BAER.SW,1.8451887904059945
ACA.PA,DANSKE.CO,1.844546483412911
BMED.MI,BAMI.MI,1.8445017532940136
SPL.WA,TPEIR.AT,1.8442675522987728
BKT.MC,GLE.PA,1.8428836668794724
CMBN.SW,SAB.MC,1.842532967604728
GLE.PA,BAMI.MI,1.8425314099137309
NONG.OL,SYDB.CO,1.8409673888582272
PBB.DE,NWG.L,1.8409188974144568
ALR.WA,EBS.VI,1.8408118318989013
UCG.MI,BARC.L,1.840026711038416
BARC.L,BAMI.MI,1.839378173060244
UCG.MI,GLE.PA,1.839377056346524
A5G.IR,MBK.WA,1.8391955735147405
DBK.DE,BBVA.MC,1.8387234844190563
BKT.MC,SWED-A.ST,1.8374278342990231
BIRG.IR,BPE.MI,1.836753744071804
EFGN.SW,SAN.MC,1.8359283770915305
BCVN.SW,FBK.MI,1.8352777105232727
MING.OL,DANSKE.CO,1.834722167216563
BMED.MI,DANSKE.CO,1.8346984975355527
JYSK.CO,BIRG.IR,1.8339615224663504
DBK.DE,HSBA.L,1.833909140845923
NWG.L,BPSO.MI,1.8335528658105813
MIL.WA,BMED.MI,1.832947719685762
STAN.L,SEB-A.ST,1.8313872014350063
NWG.L,BAMI.MI,1.830805945794942
VONN.SW,NWG.L,1.8306941548636653
BMED.MI,BCP.LS,1.8306155493750225
DBK.DE,MB.MI,1.830173324948774
PEO.WA,SAN.MC,1.8294157141552208
ACA.PA,NDA-SE.ST,1.8293404886745144
JYSK.CO,BAMI.MI,1.8282712250097464
GLE.PA,SEB-A.ST,1.8279033542485077
ALR.WA,BMED.MI,1.827411555723786
MBK.WA,DBK.DE,1.82713819202406
CMBN.SW,BBVA.MC,1.825602307395144
ALR.WA,BBVA.MC,1.825557885584059
CBK.DE,EBS.VI,1.825430646868013
UCG.MI,CBK.DE,1.8248063277661395
MIL.WA,BCP.LS,1.8247980982832184
STAN.L,BMED.MI,1.8237874954565385
TLV.RO,FBK.MI,1.823004469485376
MING.OL,BCP.LS,1.82288838069862
EBS.VI,SYDB.CO,1.822597801321125
SWED-A.ST,SAB.MC,1.821636807023024
PEO.WA,BARC.L,1.8205402169733425
SEB-A.ST,BPSO.MI,1.8188354451758144
RBI.VI,BBVA.MC,1.8188117851102763
HSBA.L,SEB-A.ST,1.8177916657306397
BAMI.MI,ACA.PA,1.817361858357412
RBI.VI,SAB.MC,1.817344867272626
PKO.WA,ISP.MI,1.816169036448262
DNB.OL,BNP.PA,1.8144503732815864
OSB.L,BBVA.MC,1.8144399705335612
LLOY.L,UCG.MI,1.814015938760043
TPEIR.AT,DBK.DE,1.813828439679111
SWED-A.ST,BNP.PA,1.813604092057716
BARC.L,GLE.PA,1.812813338642849
BCVN.SW,SYDB.CO,1.8128130900350672
VONN.SW,ISP.MI,1.8126836589812216
VONN.SW,SAB.MC,1.8104440836339843
BARC.L,BPE.MI,1.810193492757879
FBK.MI,SEB-A.ST,1.8101069301943415
BNP.PA,BKT.MC,1.80914527556392
UCG.MI,EBS.VI,1.808981797272964
EUROB.AT,FBK.MI,1.8074240754152424
MBK.WA,BAMI.MI,1.8069617405588403
BPSO.MI,GLE.PA,1.8067757265807067
HSBA.L,MB.MI,1.8066173885842969
VLK.AS,JYSK.CO,1.8059606801532293
SYDB.CO,NDA-SE.ST,1.8059469924290272
KBC.BR,BAMI.MI,1.8055953971725696
INVP.L,BKT.MC,1.805179390403455
EUROB.AT,PKO.WA,1.8049243923310536
HSBA.L,CABK.MC,1.804810199619769
TLV.RO,UCG.MI,1.8042340019379728
VLK.AS,ISP.MI,1.804176503544752
UCG.MI,BCP.LS,1.8041153089755817
NWG.L,KBC.BR,1.8037529681129008
MING.OL,FBK.MI,1.803545845336768
NONG.OL,ISP.MI,1.8035320142077371
GLE.PA,JYSK.CO,1.802932264770332
INGA.AS,SWED-A.ST,1.8020285158987357
BMED.MI,BMPS.MI,1.8019200204455228
INVP.L,BMED.MI,1.7997093755066895
DANSKE.CO,BCP.LS,1.799381685219784
SHB-A.ST,ISP.MI,1.799165043910938
NWG.L,INGA.AS,1.799008392935637
BKT.MC,BNP.PA,1.7986713909092078
LLOY.L,SAB.MC,1.7983226419341205
VLK.AS,EFGN.SW,1.7983042720590348
ING.WA,KOMB.PR,1.797998008051393
DBK.DE,FBK.MI,1.7969898419394974
INGA.AS,BARC.L,1.7958157211176622
A5G.IR,BPE.MI,1.795268895493309
ING.WA,BMED.MI,1.7944548829942504
BCVN.SW,BARC.L,1.7941693857717944
LLOY.L,HSBA.L,1.7938056892383352
SPL.WA,SAN.MC,1.79371806107276
OSB.L,RBI.VI,1.793605226417928
BRD.RO,KBC.BR,1.7935232828406968
FBK.MI,GLE.PA,1.7928579820703487
INGA.AS,A5G.IR,1.7914144429567718
EUROB.AT,KOMB.PR,1.7912575431234736
VONN.SW,JYSK.CO,1.790834357852889
DNB.OL,BPE.MI,1.7898663560882997
DBK.DE,BPE.MI,1.7894702531332922
NONG.OL,BKT.MC,1.788926518751639
MBK.WA,FBK.MI,1.7884814340857274
SEB-A.ST,DNB.OL,1.787140032713472
SEB-A.ST,MB.MI,1.7867842658200075
BKT.MC,JYSK.CO,1.786571595956668
ETE.AT,BKT.MC,1.7862446535329566
PTSB.IR,EUROB.AT,1.7861618460160984
KOMB.PR,SAN.MC,1.7842990807769503
UBSG.SW,INGA.AS,1.7840666882824
ACA.PA,BIRG.IR,1.783542114999825
RBI.VI,PKO.WA,1.783541139057435
SHB-A.ST,NWG.L,1.7816407195077608
MBK.WA,KBC.BR,1.7811590645625537
BAER.SW,BNP.PA,1.7800355779099282
VONN.SW,BAMI.MI,1.7795566515467371
A5G.IR,HSBA.L,1.778958726166445
PEO.WA,BMED.MI,1.77833357948631
MING.OL,GLE.PA,1.7773101119462806
MBK.WA,BARC.L,1.776692933603842
SHB-A.ST,UCG.MI,1.7756474775849242
STB.L,OSB.L,1.7755793485182474
HSBA.L,BNP.PA,1.7753491264746737
TPEIR.AT,BAER.SW,1.7746181246361838
SYDB.CO,NWG.L,1.774609472078179
GLE.PA,ABN.AS,1.7745534716211728
FBK.MI,BBVA.MC,1.774494223655252
ALR.WA,SAN.MC,1.7740622332401006
ETE.AT,BMED.MI,1.7737591300585618
OSB.L,BMED.MI,1.772600212431494
KOMB.PR,GLE.PA,1.7720804041182958
TPEIR.AT,EFGN.SW,1.7716267682357538
NWG.L,JYSK.CO,1.7714515860058524
ISP.MI,BCP.LS,1.7713581576643551
DBK.DE,BAMI.MI,1.7705833084870084
EBS.VI,BPE.MI,1.7702873160149957
PKO.WA,BMED.MI,1.769069243706871
SHB-A.ST,BPSO.MI,1.7689424727950318
BMPS.MI,BIRG.IR,1.7686502925122594
DBK.DE,NDA-SE.ST,1.768370701725538
BBVA.MC,ACA.PA,1.76819904110195
SWED-A.ST,GLE.PA,1.768012343629195
BAMI.MI,BIRG.IR,1.767760723497912
A5G.IR,RBI.VI,1.7670641449558877
ISP.MI,EBS.VI,1.7668475882119723
SAN.MC,ABN.AS,1.7667656432390797
UCG.MI,DANSKE.CO,1.7664263449603652
BIRG.IR,FBK.MI,1.7660813746886757
SPL.WA,CABK.MC,1.764926418840367
INVP.L,BAMI.MI,1.763960299118408
TPEIR.AT,INGA.AS,1.7618434155209333
FBK.MI,SAB.MC,1.7613272749049884
