symbol,dst,weight
SWED-A.ST,MB.MI,1.7612210259031895
BCVN.SW,SAN.MC,1.7611268350441325
ISP.MI,SEB-A.ST,1.7605066012791692
MBK.WA,RBI.VI,1.7597359179641758
SAN.MC,MB.MI,1.7595113769918127
MIL.WA,BARC.L,1.759117849187697
EBS.VI,BNP.PA,1.7582321225436208
OSB.L,SAB.MC,1.7577836542272685
EFGN.SW,VONN.SW,1.7577290335646043
BRD.RO,BNP.PA,1.7576972501087265
MBK.WA,A5G.IR,1.75663593675263
BAER.SW,PEO.WA,1.7558924774291362
VONN.SW,DANSKE.CO,1.7549688542013315
PBB.DE,EBS.VI,1.754138219877193
BIRG.IR,BMED.MI,1.754008113109834
DANSKE.CO,BAMI.MI,1.751095168092776
CABK.MC,ABN.AS,1.7505711650778428
FBK.MI,PEO.WA,1.7499004763980166
DBK.DE,RBI.VI,1.7489160942002544
NDA-SE.ST,BMED.MI,1.7488893813943809
HSBA.L,BAMI.MI,1.7485288210741834
SAB.MC,FBK.MI,1.748337706456831
SPL.WA,KOMB.PR,1.7482846545830222
BCGE.SW,BNP.PA,1.7481849790887662
JYSK.CO,A5G.IR,1.7473375254497328
A5G.IR,BARC.L,1.7464181108476635
BCP.LS,FBK.MI,1.746299167847417
EBS.VI,SEB-A.ST,1.7462853427227276
NWG.L,BBVA.MC,1.745543854885223
MBK.WA,BNP.PA,1.7451527984279145
EUROB.AT,EFGN.SW,1.7451023955781697
ISP.MI,A5G.IR,1.7451006779566942
KBC.BR,A5G.IR,1.7444503941382443
ABN.AS,A5G.IR,1.744065732430241
LLOY.L,STAN.L,1.7430708217018445
KOMB.PR,A5G.IR,1.7428251147005502
EUROB.AT,KBC.BR,1.742247256980711
A5G.IR,SEB-A.ST,1.7421526072753353
PEO.WA,CABK.MC,1.7413703868444594
BPE.MI,BCP.LS,1.7409683743575113
TPEIR.AT,BKT.MC,1.7397545142187527
DBK.DE,SAB.MC,1.737185709337867
MIL.WA,A5G.IR,1.7367781175938504
ING.WA,BBVA.MC,1.7367351833955698
BNP.PA,SEB-A.ST,1.7365180700210467
STAN.L,MB.MI,1.735859073810278
KOMB.PR,ETE.AT,1.7355044389448828
LLOY.L,BPSO.MI,1.7340102205249155
CMBN.SW,BNP.PA,1.734004347520134
TPEIR.AT,ISP.MI,1.7338094541414677
A5G.IR,JYSK.CO,1.733233389873623
PBB.DE,INGA.AS,1.7332299091673278
BIRG.IR,SEB-A.ST,1.7326722219267046
SHB-A.ST,GLE.PA,1.73220732107635
SHB-A.ST,A5G.IR,1.7322009490133208
BBVA.MC,MBK.WA,1.7315457469071276
INVP.L,GLE.PA,1.7313914315383114
DBK.DE,BCP.LS,1.7309502615060917
PTSB.IR,BKT.MC,1.7305879569475893
PEO.WA,ISP.MI,1.7304217386421237
ACA.PA,BCP.LS,1.7280750131357248
EBS.VI,SPL.WA,1.7265679884785377
STB.L,BMED.MI,1.726449488478939
MB.MI,SAB.MC,1.725935189495896
TPEIR.AT,KBC.BR,1.725635665489122
TLV.RO,JYSK.CO,1.7251413733252428
BAER.SW,INGA.AS,1.7248005152060208
BIRG.IR,GLE.PA,1.7246518150993322
MB.MI,SEB-A.ST,1.7237566286568946
OSB.L,SEB-A.ST,1.7218957454468888
SWED-A.ST,BIRG.IR,1.7216383982775345
SEB-A.ST,SYDB.CO,1.7209452663324252
CMBN.SW,JYSK.CO,1.720937103593428
PKO.WA,UCG.MI,1.7202022798008807
BAMI.MI,EBS.VI,1.719085606710078
BMED.MI,EBS.VI,1.718849880044529
UCG.MI,SEB-A.ST,1.717169975560247
SEB-A.ST,EBS.VI,1.717093753272528
DNB.OL,CABK.MC,1.7164915344711775
ETE.AT,EFGN.SW,1.7161404218058325
ALR.WA,INGA.AS,1.7160610203630988
CBK.DE,DANSKE.CO,1.715544677177266
DNB.OL,BCP.LS,1.7152337552851042
ACA.PA,BARC.L,1.7146776506914918
BBVA.MC,FBK.MI,1.7144984666706176
INGA.AS,JYSK.CO,1.7139921816185593
BMPS.MI,ACA.PA,1.7139876114197266
FBK.MI,CABK.MC,1.7138802881594126
VLK.AS,INGA.AS,1.713544389855631
SWED-A.ST,BPE.MI,1.7134882123964343
INGA.AS,HSBA.L,1.7133844600349826
MB.MI,STAN.L,1.7133762767347698
DANSKE.CO,A5G.IR,1.713012197531704
MB.MI,SWED-A.ST,1.7126145329391511
ABN.AS,SYDB.CO,1.710882680812987
SWED-A.ST,FBK.MI,1.7107804881134956
BARC.L,SEB-A.ST,1.7104502742057577
EUROB.AT,BAER.SW,1.7103990515736158
BCP.LS,BARC.L,1.7099982290829263
SAB.MC,BMPS.MI,1.7096597406692116
CMBN.SW,UCG.MI,1.70857985888547
EBS.VI,DANSKE.CO,1.7080742689980155
VONN.SW,RBI.VI,1.7080210808728964
INVP.L,DBK.DE,1.7078300676771565
VONN.SW,UCG.MI,1.7064915541129737
HSBA.L,GLE.PA,1.7060201627857694
SWED-A.ST,BCP.LS,1.7058415145088466
INVP.L,NWG.L,1.705288983927108
PKO.WA,FBK.MI,1.7044494176047351
SWED-A.ST,DNB.OL,1.7044418147829965
ACA.PA,JYSK.CO,1.7042193968730863
HSBA.L,KBC.BR,1.7036091729834113
NDA-SE.ST,BPE.MI,1.70340568633824
SAN.MC,BCP.LS,1.70331251551325
ISP.MI,NDA-SE.ST,1.7027340585589246
ACA.PA,ABN.AS,1.7026424074148514
SYDB.CO,SAB.MC,1.7023636407484677
KBC.BR,ABN.AS,1.7021049186080803
OSB.L,FBK.MI,1.701860972217662
BPE.MI,EBS.VI,1.7017985141176677
DBK.DE,ACA.PA,1.7008256916311284
UBSG.SW,SAN.MC,1.6999638628952851
ALR.WA,CABK.MC,1.699451228091601
BARC.L,MB.MI,1.6988854680139776
FBK.MI,RBI.VI,1.6987206520345053
BAER.SW,PKO.WA,1.6983662064350051
KOMB.PR,KBC.BR,1.697341023182095
BCVN.SW,KBC.BR,1.6970140588615796
TPEIR.AT,FBK.MI,1.6968098418767066
SHB-A.ST,BAMI.MI,1.695120775094786
SPL.WA,UCG.MI,1.6948396815569509
JYSK.CO,EBS.VI,1.694103775147734
LLOY.L,KBC.BR,1.693966534091273
SYDB.CO,FBK.MI,1.6931025363069143
BPSO.MI,JYSK.CO,1.6922668020814513
BCP.LS,JYSK.CO,1.6906350565210209
RBI.VI,SEB-A.ST,1.6905612334983056
MING.OL,BCVN.SW,1.6897324257608963
DNB.OL,BKT.MC,1.6890551961839853
BPSO.MI,A5G.IR,1.688969049868806
SEB-A.ST,SAB.MC,1.6888372917124117
PBB.DE,STAN.L,1.6886224624388473
BARC.L,RBI.VI,1.688521440968799
CMBN.SW,OSB.L,1.686843763123261
PBB.DE,CBK.DE,1.686798103868055
EUROB.AT,UCG.MI,1.6857577686415333
SHB-A.ST,CABK.MC,1.6853141670059937
JYSK.CO,LLOY.L,1.6851134058838868
FBK.MI,EBS.VI,1.684546170616943
BCP.LS,MBK.WA,1.6843562005116948
MBK.WA,GLE.PA,1.682424065126863
BAMI.MI,A5G.IR,1.6823825748195351
BCP.LS,ACA.PA,1.6822832168489923
TPEIR.AT,EBS.VI,1.6822700168631894
NWG.L,GLE.PA,1.6816063487011377
EBS.VI,PKO.WA,1.6805473268334408
HSBA.L,DANSKE.CO,1.6805463856891822
SPL.WA,KBC.BR,1.6805006497854988
VONN.SW,SAN.MC,1.6802712091197545
ETE.AT,UBSG.SW,1.6789642270222178
JYSK.CO,DNB.OL,1.6789553372055794
SYDB.CO,CABK.MC,1.678590503680374
DBK.DE,SWED-A.ST,1.678052941638324
NDA-SE.ST,SHB-A.ST,1.6775541267759664
A5G.IR,ACA.PA,1.6774606533136345
DANSKE.CO,BBVA.MC,1.6772763732953229
NONG.OL,UBSG.SW,1.6770018755006848
DANSKE.CO,ACA.PA,1.6769575105389058
MB.MI,NWG.L,1.6766905363219944
UBSG.SW,INVP.L,1.675194522445403
PBB.DE,SAB.MC,1.6751795365700846
DANSKE.CO,HSBA.L,1.6751643947596049
SEB-A.ST,BBVA.MC,1.6750615399530138
TPEIR.AT,HSBA.L,1.6746959560773629
SPL.WA,BBVA.MC,1.674641170965699
BPSO.MI,HSBA.L,1.674229735548067
LLOY.L,DBK.DE,1.6736517442959045
BAMI.MI,SEB-A.ST,1.6734573479373935
BRD.RO,BBVA.MC,1.6724547274268144
JYSK.CO,BCP.LS,1.6721295308424065
FBK.MI,BMPS.MI,1.672013294046374
KBC.BR,BARC.L,1.6701395682209412
KOMB.PR,BPSO.MI,1.6698214708595838
BAER.SW,GLE.PA,1.6695364375059507
GLE.PA,NDA-SE.ST,1.66921101484555
PTSB.IR,HSBA.L,1.668942786061189
PEO.WA,BKT.MC,1.668081610560934
DANSKE.CO,SAB.MC,1.6668123616592725
ACA.PA,SYDB.CO,1.6664147742679152
MIL.WA,DANSKE.CO,1.6663831941185578
ETE.AT,ING.WA,1.6656544385298266
DANSKE.CO,BARC.L,1.6649358279455293
KOMB.PR,DANSKE.CO,1.664742814707706
SPL.WA,INGA.AS,1.6637259667136337
ING.WA,FBK.MI,1.6634931090690643
CBG.L,SYDB.CO,1.6634145332924155
BMED.MI,A5G.IR,1.6622317147583772
SPL.WA,EUROB.AT,1.6620876305633008
BKT.MC,ABN.AS,1.6620519798391935
TPEIR.AT,SEB-A.ST,1.6620309227907053
DBK.DE,DANSKE.CO,1.6615347491251595
CBK.DE,RBI.VI,1.66070660123514
ETE.AT,EBS.VI,1.6587741461941474
DNB.OL,GLE.PA,1.6585673575301678
DANSKE.CO,NDA-SE.ST,1.6585238296469056
INGA.AS,EBS.VI,1.657991500722292
ETE.AT,MIL.WA,1.6576153966929157
MIL.WA,TPEIR.AT,1.656895491535165
SYDB.CO,ACA.PA,1.6567702224053626
SHB-A.ST,INGA.AS,1.6554011908487951
BMED.MI,SEB-A.ST,1.655112704177051
VLK.AS,GLE.PA,1.654457177970336
UBSG.SW,A5G.IR,1.6543769318107489
BMPS.MI,A5G.IR,1.6541416973588772
PBB.DE,BMED.MI,1.6539909823058374
RBI.VI,BAMI.MI,1.6538396151838937
PKO.WA,BARC.L,1.6532251627315928
ACA.PA,BMPS.MI,1.6528970746058549
STB.L,DANSKE.CO,1.6527732759561842
MIL.WA,BKT.MC,1.6526021004423552
BCVN.SW,CABK.MC,1.6524072989187295
BBVA.MC,JYSK.CO,1.6521242484192893
EFGN.SW,NWG.L,1.6520656214652598
NWG.L,ACA.PA,1.651952520409649
VLK.AS,MB.MI,1.6517163808704758
NONG.OL,JYSK.CO,1.651198850861157
BCP.LS,BNP.PA,1.6510674531420673
CABK.MC,MBK.WA,1.6507559674033714
SAN.MC,DANSKE.CO,1.6505440597406829
BCVN.SW,DBK.DE,1.6500212289727962
BAMI.MI,SWED-A.ST,1.6493365876535198
ALR.WA,KBC.BR,1.6493098511975677
ALR.WA,A5G.IR,1.6481254711211497
DBK.DE,SYDB.CO,1.6477242641920935
BPSO.MI,SWED-A.ST,1.6460829528964582
SPL.WA,BAMI.MI,1.6458170015962408
EUROB.AT,INGA.AS,1.6454447049326382
JYSK.CO,FBK.MI,1.6454092455319993
DANSKE.CO,FBK.MI,1.6452583035430397
PEO.WA,UCG.MI,1.6452557735325783
A5G.IR,ABN.AS,1.645225776744195
VLK.AS,BKT.MC,1.644821183481603
BPE.MI,ACA.PA,1.6444725171934902
BPSO.MI,SYDB.CO,1.6443572153024102
DBK.DE,STAN.L,1.6440532037725204
BMPS.MI,STAN.L,1.6438704372083983
PKO.WA,CABK.MC,1.643653445174393
ACA.PA,A5G.IR,1.6430981057724146
SAN.MC,MBK.WA,1.6429611582023365
BAMI.MI,MBK.WA,1.642779589481128
BCVN.SW,BAER.SW,1.6426991806813669
A5G.IR,GLE.PA,1.6426537888670716
NWG.L,SWED-A.ST,1.642459207445944
NONG.OL,BAMI.MI,1.6424327498422793
BKT.MC,HSBA.L,1.642322126907615
DANSKE.CO,EBS.VI,1.641891185481024
EBS.VI,BPSO.MI,1.641312221973228
BPSO.MI,SEB-A.ST,1.640239113988711
SWED-A.ST,BARC.L,1.6401905210637406
BBVA.MC,SYDB.CO,1.6393518769323887
MBK.WA,SAB.MC,1.6393357020730348
BNP.PA,DANSKE.CO,1.6391298995676018
ACA.PA,FBK.MI,1.6387059997698186
INGA.AS,SYDB.CO,1.638468665007864
PTSB.IR,JYSK.CO,1.637869736626019
SAN.MC,SYDB.CO,1.637824347542897
BAMI.MI,GLE.PA,1.63722740810493
JYSK.CO,ABN.AS,1.6371377200725277
CABK.MC,SEB-A.ST,1.637102359527297
PKO.WA,KBC.BR,1.6369959924625317
CABK.MC,SWED-A.ST,1.636471310945389
SAN.MC,JYSK.CO,1.6356908895499107
TLV.RO,VONN.SW,1.634869055421366
BPSO.MI,BIRG.IR,1.6348236841994663
DBK.DE,BAER.SW,1.634237790246575
GLE.PA,MB.MI,1.6329079342323742
ISP.MI,DANSKE.CO,1.632386216618145
ABN.AS,BPE.MI,1.6322962887675432
STB.L,BNP.PA,1.6318394148652533
MBK.WA,BKT.MC,1.6315112723440417
KOMB.PR,ALR.WA,1.631301354518948
SHB-A.ST,SAN.MC,1.63055985314827
CMBN.SW,MING.OL,1.630487212593894
RBI.VI,TPEIR.AT,1.6304128125158506
CMBN.SW,ABN.AS,1.629755167068121
MIL.WA,EBS.VI,1.6295765919881795
SAB.MC,JYSK.CO,1.6292785946544497
ING.WA,BAMI.MI,1.629139952955534
PEO.WA,TPEIR.AT,1.6286742983623472
BKT.MC,BARC.L,1.6284204292229538
BPE.MI,A5G.IR,1.6283117321241884
BAER.SW,ISP.MI,1.6280793954956088
PEO.WA,BAMI.MI,1.627876073161797
STAN.L,FBK.MI,1.6278210118322158
CBK.DE,JYSK.CO,1.6258880882723417
BARC.L,INVP.L,1.6255549912598135
NONG.OL,GLE.PA,1.624908880052402
MING.OL,SAN.MC,1.6249043950729007
EUROB.AT,UBSG.SW,1.624894632454523
CBK.DE,BMED.MI,1.6246419142779327
NWG.L,DANSKE.CO,1.624118205134618
PTSB.IR,INVP.L,1.6239998237757385
CABK.MC,FBK.MI,1.6237870551207658
SYDB.CO,BNP.PA,1.6236440680770878
ALR.WA,SAB.MC,1.6234753138301912
MB.MI,EBS.VI,1.6230184751383874
BARC.L,KBC.BR,1.622509110202297
NDA-SE.ST,MB.MI,1.6221977543788275
EBS.VI,JYSK.CO,1.622160636676474
KBC.BR,BIRG.IR,1.622000796381071
BRD.RO,BMPS.MI,1.6214872338654476
JYSK.CO,NWG.L,1.6212265440604523
EBS.VI,BARC.L,1.6210591972790576
VLK.AS,SEB-A.ST,1.6208983191355113
NWG.L,BKT.MC,1.62083038238096
ALR.WA,BKT.MC,1.6204545986713463
HSBA.L,BCP.LS,1.6202987249783338
SYDB.CO,BPE.MI,1.6190652507660572
DNB.OL,BARC.L,1.6185463273155718
BAER.SW,UCG.MI,1.6181398369220374
SEB-A.ST,UBSG.SW,1.6180615493990609
CBK.DE,BMPS.MI,1.617032633587015
TLV.RO,PEO.WA,1.6151554870268396
BAER.SW,EUROB.AT,1.614440388712961
SPL.WA,BMED.MI,1.6144265705233665
PEO.WA,EUROB.AT,1.6141202769726688
BCVN.SW,SEB-A.ST,1.6140490807557262
NDA-SE.ST,CABK.MC,1.6135942410416313
BKT.MC,SYDB.CO,1.6114839746204377
VLK.AS,SAB.MC,1.6107265941890334
RBI.VI,BKT.MC,1.6103233753725232
DNB.OL,MB.MI,1.610184517938342
ISP.MI,MBK.WA,1.610080447977445
INGA.AS,MB.MI,1.6096971524654606
PTSB.IR,CMBN.SW,1.609590877308513
ALR.WA,ISP.MI,1.6094318534094776
DNB.OL,KBC.BR,1.6093085020145943
ETE.AT,KBC.BR,1.6092777885463978
VLK.AS,BMPS.MI,1.608928247496707
EUROB.AT,EBS.VI,1.6083286278004736
JYSK.CO,ACA.PA,1.6081996175777251
KBC.BR,MB.MI,1.6081512464533894
PEO.WA,SAB.MC,1.608151130199863
BARC.L,BKT.MC,1.607921657079803
CABK.MC,MB.MI,1.60781266800748
BRD.RO,BPSO.MI,1.607682447835308
OSB.L,BPSO.MI,1.6069543174684555
CMBN.SW,BPE.MI,1.606668989802868
DANSKE.CO,BIRG.IR,1.60626134268159
MB.MI,DANSKE.CO,1.6059577393260858
OSB.L,NDA-SE.ST,1.6045874786006291
EFGN.SW,INVP.L,1.6043574194756514
DNB.OL,SHB-A.ST,1.6041465494148794
TPEIR.AT,UBSG.SW,1.6041100825494974
UBSG.SW,BPSO.MI,1.6038975898014256
SHB-A.ST,BCP.LS,1.6032735576339887
RBI.VI,EFGN.SW,1.602866270173318
FBK.MI,EFGN.SW,1.6027736606957443
SEB-A.ST,HSBA.L,1.602466152647153
MIL.WA,UCG.MI,1.602229707239667
BPE.MI,STAN.L,1.601559020055818
VONN.SW,SYDB.CO,1.6014928634796
EUROB.AT,SAB.MC,1.6007338115716871
ABN.AS,CBK.DE,1.5993212408467865
BAMI.MI,SYDB.CO,1.5992950547995612
NWG.L,FBK.MI,1.5988471161280144
STAN.L,BKT.MC,1.5981683469737713
BNP.PA,BIRG.IR,1.5981321129254966
ISP.MI,BIRG.IR,1.5973273778838484
EUROB.AT,SEB-A.ST,1.597104670156121
UBSG.SW,ABN.AS,1.5964782891115932
BCVN.SW,DNB.OL,1.596323202750808
PTSB.IR,DANSKE.CO,1.5955264555518147
CABK.MC,BMPS.MI,1.594597356675069
ABN.AS,BAMI.MI,1.5942650760616184
JYSK.CO,BARC.L,1.5942365877106357
FBK.MI,MBK.WA,1.593836417096702
HSBA.L,BPE.MI,1.5935830014607255
CMBN.SW,RBI.VI,1.5925512262819177
KOMB.PR,DBK.DE,1.5923728671764952
MB.MI,A5G.IR,1.592281395375907
BNP.PA,JYSK.CO,1.5915843616279652
ACA.PA,CBK.DE,1.591292286244661
TPEIR.AT,UCG.MI,1.5909630133574957
PKO.WA,TPEIR.AT,1.590758844659818
SEB-A.ST,A5G.IR,1.590355300191669
BNP.PA,A5G.IR,1.590141868012518
RBI.VI,EUROB.AT,1.5898508658501382
KBC.BR,ACA.PA,1.5897081134368038
CBK.DE,SYDB.CO,1.5894098292051346
INGA.AS,MBK.WA,1.5892330382316335
ALR.WA,BARC.L,1.588498513248008
UBSG.SW,MBK.WA,1.5881705837060427
RBI.VI,BPE.MI,1.5877834003311313
BRD.RO,CABK.MC,1.5872562255163123
KBC.BR,BMPS.MI,1.5869856261884632
SEB-A.ST,BPE.MI,1.5865625372050025
BMPS.MI,BARC.L,1.5862569890963725
RBI.VI,MIL.WA,1.5858433438507102
BNP.PA,NWG.L,1.5852580788718875
BMED.MI,RBI.VI,1.585106410545655
PBB.DE,SYDB.CO,1.5850506264793314
VONN.SW,SEB-A.ST,1.5842089313400556
ISP.MI,ABN.AS,1.5840215052648905
BCGE.SW,ING.WA,1.5832298885218432
INVP.L,ABN.AS,1.5831768751281086
DBK.DE,BIRG.IR,1.5830401112332868
BNP.PA,NDA-SE.ST,1.5825514633067863
INVP.L,SEB-A.ST,1.5823549042266218
PEO.WA,INGA.AS,1.581820047934872
KOMB.PR,BBVA.MC,1.5815995185531766
SAB.MC,ACA.PA,1.581425864604908
BCP.LS,SWED-A.ST,1.5811980419585183
PTSB.IR,ISP.MI,1.580937245201291
ING.WA,DBK.DE,1.5808187137640783
VLK.AS,BBVA.MC,1.5803408387582536
SAN.MC,BMPS.MI,1.5796358517606917
MIL.WA,FBK.MI,1.579504862670162
KBC.BR,EFGN.SW,1.5789260445466573
RBI.VI,ING.WA,1.5783521206583049
MING.OL,BKT.MC,1.577458826063938
RBI.VI,BPSO.MI,1.5773218535431108
ETE.AT,NDA-SE.ST,1.5769102085818725
ETE.AT,INGA.AS,1.5762601211466754
EFGN.SW,BCP.LS,1.5762014424723176
BMED.MI,EFGN.SW,1.575680631029386
ACA.PA,MBK.WA,1.575083774591306
PKO.WA,SAN.MC,1.5750067874015707
BIRG.IR,SYDB.CO,1.5749746387190495
NDA-SE.ST,SAB.MC,1.574970063984543
MIL.WA,KBC.BR,1.5748376855841144
NWG.L,SAB.MC,1.5747163666407624
OSB.L,STAN.L,1.5733979563090088
UBSG.SW,FBK.MI,1.5728993243398592
VONN.SW,INGA.AS,1.5714006907213325
LLOY.L,ACA.PA,1.5708452487886568
BCVN.SW,SWED-A.ST,1.5708401566241277
EUROB.AT,BAMI.MI,1.5698510331918207
KOMB.PR,JYSK.CO,1.5696562936990015
UCG.MI,SWED-A.ST,1.5691170995529735
INGA.AS,BCP.LS,1.5688527568268902
SAB.MC,SEB-A.ST,1.566831558145902
STAN.L,KBC.BR,1.566681036240877
BCP.LS,SEB-A.ST,1.5662895063092648
MB.MI,BCP.LS,1.56603007444429
EFGN.SW,EUROB.AT,1.565665866046788
SAB.MC,DANSKE.CO,1.5654834855303863
BBVA.MC,SWED-A.ST,1.5649360294194057
UBSG.SW,BNP.PA,1.5649139510534291
BAER.SW,ALR.WA,1.5644841022267504
MBK.WA,BCP.LS,1.564398796743495
OSB.L,JYSK.CO,1.563311451128251
CBK.DE,MBK.WA,1.5632832634273657
BBVA.MC,SEB-A.ST,1.563163925926128
ETE.AT,FBK.MI,1.563020273889654
CBG.L,DANSKE.CO,1.5629248868474372
BARC.L,ABN.AS,1.5620495893765436
ISP.MI,STAN.L,1.561752216835343
KBC.BR,BAER.SW,1.5611030524581582
SYDB.CO,ABN.AS,1.560376182471431
MIL.WA,SAN.MC,1.5601161665108196
ALR.WA,UCG.MI,1.5591673500696503
SHB-A.ST,BARC.L,1.558914964583524
BBVA.MC,DANSKE.CO,1.5582730757778074
CMBN.SW,MB.MI,1.5580343368228344
BBVA.MC,BMPS.MI,1.557172994076723
BARC.L,NDA-SE.ST,1.5571177096390876
CABK.MC,BARC.L,1.5570376657069998
UBSG.SW,PKO.WA,1.5567135505113776
STAN.L,A5G.IR,1.5559852986729945
FBK.MI,SPL.WA,1.5556721895022647
BARC.L,CABK.MC,1.555604499019112
INVP.L,LLOY.L,1.5553605093306393
NONG.OL,HSBA.L,1.5552760363514846
BPE.MI,NWG.L,1.555167338718236
CMBN.SW,INGA.AS,1.5544657930228163
DANSKE.CO,DNB.OL,1.5541530733303204
BMED.MI,ABN.AS,1.5533088992199136
SAB.MC,SWED-A.ST,1.5524178596547469
PEO.WA,KOMB.PR,1.5523119278185895
MING.OL,UCG.MI,1.5515372013686166
CBK.DE,NDA-SE.ST,1.5514215222923866
UCG.MI,BIRG.IR,1.5511900628285415
BNP.PA,ABN.AS,1.550815539273844
BAMI.MI,STAN.L,1.5504137226165606
EFGN.SW,EBS.VI,1.550210734071958
BPSO.MI,BCP.LS,1.5500962661635769
PKO.WA,EUROB.AT,1.5500299473104846
OSB.L,VLK.AS,1.5495724263426338
PKO.WA,BBVA.MC,1.5495110349675032
PKO.WA,BAER.SW,1.54912903210354
KOMB.PR,SAB.MC,1.5488933315626576
FBK.MI,ABN.AS,1.5488608494503318
INVP.L,JYSK.CO,1.54871794455854
PKO.WA,BAMI.MI,1.548175564910392
EFGN.SW,BKT.MC,1.5479593924077073
ISP.MI,HSBA.L,1.5472796864527043
BCVN.SW,SHB-A.ST,1.5467991930401903
STAN.L,CABK.MC,1.5464483873911556
INGA.AS,RBI.VI,1.5460764053153595
BPSO.MI,NDA-SE.ST,1.546000750488998
SHB-A.ST,FBK.MI,1.5453496361185703
BPE.MI,BIRG.IR,1.545177154717397
DANSKE.CO,MB.MI,1.5450136464913014
EBS.VI,MB.MI,1.5445488527677451
KBC.BR,MBK.WA,1.5438770673462856
EFGN.SW,SYDB.CO,1.542907628146611
BKT.MC,ACA.PA,1.5413149974220015
BAER.SW,SPL.WA,1.5411560136003355
BARC.L,SYDB.CO,1.540969453457451
GLE.PA,STAN.L,1.5409263709851762
DNB.OL,HSBA.L,1.540798558651475
MING.OL,BBVA.MC,1.5405878001671542
MING.OL,UBSG.SW,1.5396347636510646
CABK.MC,JYSK.CO,1.5389340276044443
CBG.L,BAMI.MI,1.5387085007982784
SEB-A.ST,BAER.SW,1.537545254072163
ABN.AS,EBS.VI,1.5372554996150498
ING.WA,BNP.PA,1.5370719729569169
SPL.WA,BKT.MC,1.5368042646798332
VLK.AS,BAER.SW,1.5366202736580064
VONN.SW,MING.OL,1.5355662869083515
PBB.DE,GLE.PA,1.5353321120786216
BNP.PA,EFGN.SW,1.535128424296706
UBSG.SW,NDA-SE.ST,1.5346704983771713
PEO.WA,KBC.BR,1.5343302433330848
SAB.MC,BARC.L,1.5341397654717293
EFGN.SW,MB.MI,1.5323874831115891
SAN.MC,SEB-A.ST,1.5321434098229254
PKO.WA,UBSG.SW,1.5318586821449214
BCVN.SW,UCG.MI,1.5310511544645449
CMBN.SW,SAN.MC,1.529885488678188
BAMI.MI,BCP.LS,1.5283708017044628
GLE.PA,MBK.WA,1.5280816856227564
HSBA.L,SWED-A.ST,1.5270400076834958
MBK.WA,ACA.PA,1.526956565528354
ISP.MI,SWED-A.ST,1.5267655051104307
SWED-A.ST,HSBA.L,1.5267069458496183
SAN.MC,SWED-A.ST,1.526491090355305
MING.OL,VONN.SW,1.5261653086591125
ABN.AS,SEB-A.ST,1.5261213930975264
BBVA.MC,PEO.WA,1.5256850088287537
MB.MI,JYSK.CO,1.5251177462543095
RBI.VI,GLE.PA,1.5251005566088878
BMED.MI,SWED-A.ST,1.5232004882353278
BCP.LS,HSBA.L,1.523001503696327
BCGE.SW,BAMI.MI,1.5227157296660634
BCGE.SW,JYSK.CO,1.5226803504879414
STAN.L,LLOY.L,1.522493396918153
ETE.AT,UCG.MI,1.5224642695123067
ABN.AS,MBK.WA,1.5221198174633803
UBSG.SW,EUROB.AT,1.5220232605393451
FBK.MI,DANSKE.CO,1.5220006482532025
KBC.BR,BCP.LS,1.520747835075602
INVP.L,SYDB.CO,1.5204998265508605
DANSKE.CO,BPE.MI,1.5203791496851229
TPEIR.AT,ALR.WA,1.5202577265430366
BCVN.SW,INVP.L,1.5200000200486177
BMED.MI,UBSG.SW,1.51974901237948
VONN.SW,OSB.L,1.5194229516713238
ALR.WA,BIRG.IR,1.5189806627778186
BMED.MI,JYSK.CO,1.5188613113656528
VLK.AS,SYDB.CO,1.518632629122603
MING.OL,ISP.MI,1.5184265315736216
INVP.L,VLK.AS,1.5182466417969671
RBI.VI,BIRG.IR,1.5180914609715304
SAN.MC,RBI.VI,1.517767477047275
BCGE.SW,BBVA.MC,1.517650296107144
NDA-SE.ST,DNB.OL,1.5168407814612088
SAN.MC,NWG.L,1.5167210232547883
MING.OL,BAER.SW,1.5164658667091968
ING.WA,INGA.AS,1.5164562233513703
UCG.MI,JYSK.CO,1.5163177435498147
ETE.AT,ISP.MI,1.5160473804400594
TLV.RO,DBK.DE,1.5154592955149322
BARC.L,MBK.WA,1.514456126744543
VLK.AS,OSB.L,1.5133066131801718
BARC.L,BBVA.MC,1.5129571902635215
EUROB.AT,MIL.WA,1.5129013043328865
UCG.MI,MBK.WA,1.5127342823645586
ACA.PA,SEB-A.ST,1.5125156806694993
FBK.MI,SWED-A.ST,1.5122554021996213
BBVA.MC,BARC.L,1.5119011347633202
NDA-SE.ST,UBSG.SW,1.5117112173289444
PBB.DE,BMPS.MI,1.5117010988818016
SYDB.CO,DNB.OL,1.5111686304192078
A5G.IR,MB.MI,1.5106009290205944
MIL.WA,UBSG.SW,1.5105456349203252
BBVA.MC,MB.MI,1.510351830797878
DNB.OL,FBK.MI,1.5098155121003425
EUROB.AT,BPSO.MI,1.509690900414654
CMBN.SW,SYDB.CO,1.5095820898174637
STAN.L,ACA.PA,1.5093370880393646
NWG.L,EFGN.SW,1.509288497008123
ING.WA,A5G.IR,1.508901868718237
GLE.PA,EFGN.SW,1.5086115064722674
ABN.AS,UBSG.SW,1.508491035050845
HSBA.L,EBS.VI,1.5084474124162812
